"DataSet","Species","Year","CU_ID","CU_Name","DU_ID","SpnForAbd_Total","SpnForTrend_Total","SpnForAbd_Wild","SpnForTrend_Wild","Recruits_Wild","Recruits_Total","Abd_StartYr","UseYear"
"Sk_Fraser","Sockeye",1976,"CU-10","Seton_L","TBD",1010.74,753,1010.74,753,7097,7097,1965,TRUE
"Sk_Fraser","Sockeye",1977,"CU-10","Seton_L","TBD",7304.078,3923,7304.078,3923,39221,39221,1965,TRUE
"Sk_Fraser","Sockeye",1978,"CU-10","Seton_L","TBD",9449.166,3963,9449.166,3963,104330,104330,1965,TRUE
"Sk_Fraser","Sockeye",1979,"CU-10","Seton_L","TBD",3552.835,2023,3552.835,2023,52156,52156,1965,TRUE
"Sk_Fraser","Sockeye",1980,"CU-10","Seton_L","TBD",1761.48,996,1761.48,996,11476,11476,1965,TRUE
"Sk_Fraser","Sockeye",1981,"CU-10","Seton_L","TBD",5764.833,2951,5764.833,2951,16505,16505,1965,TRUE
"Sk_Fraser","Sockeye",1982,"CU-10","Seton_L","TBD",23148.6033,11734,23148.6033,11734,209321,209321,1965,TRUE
"Sk_Fraser","Sockeye",1983,"CU-10","Seton_L","TBD",7685.024,4909,7685.024,4909,36858,36858,1965,TRUE
"Sk_Fraser","Sockeye",1984,"CU-10","Seton_L","TBD",1702.305,941,1702.305,941,49576,49576,1965,TRUE
"Sk_Fraser","Sockeye",1985,"CU-10","Seton_L","TBD",1679.574,960,1679.574,960,23997,23997,1965,TRUE
"Sk_Fraser","Sockeye",1986,"CU-10","Seton_L","TBD",13805.106,6213,13805.106,6213,71339,71339,1965,TRUE
"Sk_Fraser","Sockeye",1987,"CU-10","Seton_L","TBD",6728.612,3766,6728.612,3766,61873,61873,1965,TRUE
"Sk_Fraser","Sockeye",1988,"CU-10","Seton_L","TBD",1050,784,1050,784,20694,20694,1965,TRUE
"Sk_Fraser","Sockeye",1989,"CU-10","Seton_L","TBD",7814.68,5067,7814.68,5067,195614,195614,1965,TRUE
"Sk_Fraser","Sockeye",1990,"CU-10","Seton_L","TBD",18029.7888,8415,18029.7888,8415,50970,50970,1965,TRUE
"Sk_Fraser","Sockeye",1991,"CU-10","Seton_L","TBD",11885.4633,7292,11885.4633,7292,15829,15829,1965,TRUE
"Sk_Fraser","Sockeye",1992,"CU-10","Seton_L","TBD",2704.3764,1378,2704.3764,1378,16087,16087,1965,TRUE
"Sk_Fraser","Sockeye",1993,"CU-10","Seton_L","TBD",19760,9829,19760,9829,173802,173802,1965,TRUE
"Sk_Fraser","Sockeye",1994,"CU-10","Seton_L","TBD",9014.148,3890,9014.148,3890,127647,127647,1965,TRUE
"Sk_Fraser","Sockeye",1995,"CU-10","Seton_L","TBD",7289.8875,4319,7289.8875,4319,37977,37977,1965,TRUE
"Sk_Fraser","Sockeye",1996,"CU-10","Seton_L","TBD",2968.2428,1759,2968.2428,1759,85187,85187,1965,TRUE
"Sk_Fraser","Sockeye",1997,"CU-10","Seton_L","TBD",8799.166,5056,8799.166,5056,41181,41181,1965,TRUE
"Sk_Fraser","Sockeye",1998,"CU-10","Seton_L","TBD",22786.995,11873,22786.995,11873,17678,17678,1965,TRUE
"Sk_Fraser","Sockeye",1999,"CU-10","Seton_L","TBD",4150.5264,2079,4150.5264,2079,8951,8951,1965,TRUE
"Sk_Fraser","Sockeye",2000,"CU-10","Seton_L","TBD",1182.9618,671,1182.9618,671,12743,12743,1965,TRUE
"Sk_Fraser","Sockeye",2001,"CU-10","Seton_L","TBD",2845.395,1851,2845.395,1851,18585,18585,1965,TRUE
"Sk_Fraser","Sockeye",2002,"CU-10","Seton_L","TBD",14870.7585,8001,14870.7585,8001,48183,48183,1965,TRUE
"Sk_Fraser","Sockeye",2003,"CU-10","Seton_L","TBD",4775.004,3179,4775.004,3179,4835,4835,1965,TRUE
"Sk_Fraser","Sockeye",2004,"CU-10","Seton_L","TBD",1287,778,1287,778,5688,5688,1965,TRUE
"Sk_Fraser","Sockeye",2005,"CU-10","Seton_L","TBD",11991.385,8261,11991.385,8261,2520,2520,1965,TRUE
"Sk_Fraser","Sockeye",2006,"CU-10","Seton_L","TBD",17720.757,10971,17720.757,10971,172301,172301,1965,TRUE
"Sk_Fraser","Sockeye",2007,"CU-10","Seton_L","TBD",1699,849,1699,849,2834,2834,1965,TRUE
"Sk_Fraser","Sockeye",2008,"CU-10","Seton_L","TBD",82.0814,63,82.0814,63,302,302,1965,TRUE
"Sk_Fraser","Sockeye",2009,"CU-10","Seton_L","TBD",1544.4603,792,1544.4603,792,12139,12139,1965,TRUE
"Sk_Fraser","Sockeye",2010,"CU-10","Seton_L","TBD",47722.125,26687,47722.125,26687,83792,83792,1965,TRUE
"Sk_Fraser","Sockeye",2011,"CU-10","Seton_L","TBD",879.503,330,879.503,330,51,51,1965,TRUE
"Sk_Fraser","Sockeye",2012,"CU-10","Seton_L","TBD",25,13,25,13,219,219,1965,TRUE
"Sk_Fraser","Sockeye",2013,"CU-10","Seton_L","TBD",6952.5903,4181,6952.5903,4181,2394,2394,1965,TRUE
"Sk_Fraser","Sockeye",2014,"CU-10","Seton_L","TBD",21581.6057,12327,21581.6057,12327,93790,93790,1965,TRUE
"Sk_Fraser","Sockeye",2015,"CU-10","Seton_L","TBD",34.416,17,34.416,17,48,48,1965,TRUE
"Sk_Fraser","Sockeye",2016,"CU-10","Seton_L","TBD",41,21,41,21,168,168,1965,TRUE
"Sk_Fraser","Sockeye",2017,"CU-10","Seton_L","TBD",1032.7958,441,1032.7958,441,NA,NA,1965,TRUE
"Sk_Fraser","Sockeye",2018,"CU-10","Seton_L","TBD",35459.13,22395,35459.13,22395,54132,54132,1965,TRUE
"Sk_Fraser","Sockeye",2019,"CU-10","Seton_L","TBD",520,260,520,260,NA,NA,1965,TRUE
"Sk_Fraser","Sockeye",2020,"CU-10","Seton_L","TBD",20,10,20,10,NA,NA,1965,TRUE
"Sk_Fraser","Sockeye",2021,"CU-10","Seton_L","TBD",2865.0588,1939,2865.0588,1939,NA,NA,1965,TRUE
"Sk_Fraser","Sockeye",2022,"CU-10","Seton_L","TBD",18196.1869,10585,18196.1869,10585,NA,NA,1965,TRUE
"Sk_Fraser","Sockeye",2023,"CU-10","Seton_L","TBD",NA,NA,NA,NA,NA,NA,1965,TRUE
"Sk_Fraser","Sockeye",1966,"CU-11","Harrison_US_L","TBD",18964.382,9860,18964.382,9860,75454,75454,1966,TRUE
"Sk_Fraser","Sockeye",1967,"CU-11","Harrison_US_L","TBD",20051.928,10618,20051.928,10618,85709,85709,1966,TRUE
"Sk_Fraser","Sockeye",1968,"CU-11","Harrison_US_L","TBD",3602.7251,2202,3602.7251,2202,152402,152402,1966,TRUE
"Sk_Fraser","Sockeye",1969,"CU-11","Harrison_US_L","TBD",56200.6511,30604,56200.6511,30604,409882,409882,1966,TRUE
"Sk_Fraser","Sockeye",1970,"CU-11","Harrison_US_L","TBD",9983.8589,5003,9983.8589,5003,376646,376646,1966,TRUE
"Sk_Fraser","Sockeye",1971,"CU-11","Harrison_US_L","TBD",4912.798,2656,4912.798,2656,141943,141943,1966,TRUE
"Sk_Fraser","Sockeye",1972,"CU-11","Harrison_US_L","TBD",25421.7065,15026,25421.7065,15026,342703,342703,1966,TRUE
"Sk_Fraser","Sockeye",1973,"CU-11","Harrison_US_L","TBD",46968.536,24885,46968.536,24885,269481,269481,1966,TRUE
"Sk_Fraser","Sockeye",1974,"CU-11","Harrison_US_L","TBD",48235.312,28099,48235.312,28099,278975,278975,1966,TRUE
"Sk_Fraser","Sockeye",1975,"CU-11","Harrison_US_L","TBD",27768.875,16033,27768.875,16033,166938,166938,1966,TRUE
"Sk_Fraser","Sockeye",1976,"CU-11","Harrison_US_L","TBD",47984.139,28243,47984.139,28243,295026,295026,1966,TRUE
"Sk_Fraser","Sockeye",1977,"CU-11","Harrison_US_L","TBD",47319.9769,28510,47319.9769,28510,232768,232768,1966,TRUE
"Sk_Fraser","Sockeye",1978,"CU-11","Harrison_US_L","TBD",73939.9101,42315,73939.9101,42315,1355323,1355323,1966,TRUE
"Sk_Fraser","Sockeye",1979,"CU-11","Harrison_US_L","TBD",44079.5946,25702,44079.5946,25702,139784,139784,1966,TRUE
"Sk_Fraser","Sockeye",1980,"CU-11","Harrison_US_L","TBD",71782.2316,43286,71782.2316,43286,361547,361547,1966,TRUE
"Sk_Fraser","Sockeye",1981,"CU-11","Harrison_US_L","TBD",40677.2738,22627,40677.2738,22627,267384,267384,1966,TRUE
"Sk_Fraser","Sockeye",1982,"CU-11","Harrison_US_L","TBD",247020.6748,115030,247020.6748,115030,1496883,1496883,1966,TRUE
"Sk_Fraser","Sockeye",1983,"CU-11","Harrison_US_L","TBD",37968.1995,27380,37968.1995,27380,237617,237617,1966,TRUE
"Sk_Fraser","Sockeye",1984,"CU-11","Harrison_US_L","TBD",57417.0652,30434,57417.0652,30434,627311,627311,1966,TRUE
"Sk_Fraser","Sockeye",1985,"CU-11","Harrison_US_L","TBD",35653.8882,22773,35653.8882,22773,68199,68199,1966,TRUE
"Sk_Fraser","Sockeye",1986,"CU-11","Harrison_US_L","TBD",91787.36,41837,91787.36,41837,42659,42659,1966,TRUE
"Sk_Fraser","Sockeye",1987,"CU-11","Harrison_US_L","TBD",56440.1632,30105,56440.1632,30105,219920,219920,1966,TRUE
"Sk_Fraser","Sockeye",1988,"CU-11","Harrison_US_L","TBD",47579.7483,27428,47579.7483,27428,510599,510599,1966,TRUE
"Sk_Fraser","Sockeye",1989,"CU-11","Harrison_US_L","TBD",16775.5924,10365,16775.5924,10365,754161,754161,1966,TRUE
"Sk_Fraser","Sockeye",1990,"CU-11","Harrison_US_L","TBD",16151.4068,8525,16151.4068,8525,628765,628765,1966,TRUE
"Sk_Fraser","Sockeye",1991,"CU-11","Harrison_US_L","TBD",37668.7014,18487,37668.7014,18487,65285,65285,1966,TRUE
"Sk_Fraser","Sockeye",1992,"CU-11","Harrison_US_L","TBD",54503.1414,28480,54503.1414,28480,752533,752533,1966,TRUE
"Sk_Fraser","Sockeye",1993,"CU-11","Harrison_US_L","TBD",78600.2937,34018,78600.2937,34018,500205,500205,1966,TRUE
"Sk_Fraser","Sockeye",1994,"CU-11","Harrison_US_L","TBD",63734.0844,30208,63734.0844,30208,715875,715875,1966,TRUE
"Sk_Fraser","Sockeye",1995,"CU-11","Harrison_US_L","TBD",21286.4628,10904,21286.4628,10904,266329,266329,1966,TRUE
"Sk_Fraser","Sockeye",1996,"CU-11","Harrison_US_L","TBD",46410.9582,26848,46410.9582,26848,383186,383186,1966,TRUE
"Sk_Fraser","Sockeye",1997,"CU-11","Harrison_US_L","TBD",20933.8464,10724,20933.8464,10724,215987,215987,1966,TRUE
"Sk_Fraser","Sockeye",1998,"CU-11","Harrison_US_L","TBD",52831.6664,29811,52831.6664,29811,566709,566709,1966,TRUE
"Sk_Fraser","Sockeye",1999,"CU-11","Harrison_US_L","TBD",23087.6474,13106,23087.6474,13106,246911,246911,1966,TRUE
"Sk_Fraser","Sockeye",2000,"CU-11","Harrison_US_L","TBD",5058.2837,2732,5058.2837,2732,113743,113743,1966,TRUE
"Sk_Fraser","Sockeye",2001,"CU-11","Harrison_US_L","TBD",13090.461,8035,13090.461,8035,196033,196033,1966,TRUE
"Sk_Fraser","Sockeye",2002,"CU-11","Harrison_US_L","TBD",74794.963,36269,74794.963,36269,242509,242509,1966,TRUE
"Sk_Fraser","Sockeye",2003,"CU-11","Harrison_US_L","TBD",43693.298,24683,43693.298,24683,188776,188776,1966,TRUE
"Sk_Fraser","Sockeye",2004,"CU-11","Harrison_US_L","TBD",24377.7936,13968,24377.7936,13968,110970,110970,1966,TRUE
"Sk_Fraser","Sockeye",2005,"CU-11","Harrison_US_L","TBD",42243.084,23597,42243.084,23597,65118,65118,1966,TRUE
"Sk_Fraser","Sockeye",2006,"CU-11","Harrison_US_L","TBD",24076.1648,13618,24076.1648,13618,249619,249619,1966,TRUE
"Sk_Fraser","Sockeye",2007,"CU-11","Harrison_US_L","TBD",30527.5438,15825,30527.5438,15825,328247,328247,1966,TRUE
"Sk_Fraser","Sockeye",2008,"CU-11","Harrison_US_L","TBD",1160.5711,617,1160.5711,617,63221,63221,1966,TRUE
"Sk_Fraser","Sockeye",2009,"CU-11","Harrison_US_L","TBD",26026.362,12871,26026.362,12871,230077,230077,1966,TRUE
"Sk_Fraser","Sockeye",2010,"CU-11","Harrison_US_L","TBD",46135.4573,25328,46135.4573,25328,124516,124516,1966,TRUE
"Sk_Fraser","Sockeye",2011,"CU-11","Harrison_US_L","TBD",51590.6759,24535,51590.6759,24535,553,553,1966,TRUE
"Sk_Fraser","Sockeye",2012,"CU-11","Harrison_US_L","TBD",718.9962,397,718.9962,397,1656,1656,1966,TRUE
"Sk_Fraser","Sockeye",2013,"CU-11","Harrison_US_L","TBD",29720.245,15535,29720.245,15535,93044,93044,1966,TRUE
"Sk_Fraser","Sockeye",2014,"CU-11","Harrison_US_L","TBD",20922.1456,10446,20922.1456,10446,21621,21621,1966,TRUE
"Sk_Fraser","Sockeye",2015,"CU-11","Harrison_US_L","TBD",1942.2102,1133,1942.2102,1133,2707,2707,1966,TRUE
"Sk_Fraser","Sockeye",2016,"CU-11","Harrison_US_L","TBD",225.3376,94,225.3376,94,214,214,1966,TRUE
"Sk_Fraser","Sockeye",2017,"CU-11","Harrison_US_L","TBD",28855.3537,14382,28855.3537,14382,257434,257434,1966,TRUE
"Sk_Fraser","Sockeye",2018,"CU-11","Harrison_US_L","TBD",14702.53,8547,14702.53,8547,348095,348095,1966,TRUE
"Sk_Fraser","Sockeye",2019,"CU-11","Harrison_US_L","TBD",1764.864,1015,1764.864,1015,NA,NA,1966,TRUE
"Sk_Fraser","Sockeye",2020,"CU-11","Harrison_US_L","TBD",64.4028,38,64.4028,38,NA,NA,1966,TRUE
"Sk_Fraser","Sockeye",2021,"CU-11","Harrison_US_L","TBD",72033.0693,36274,72033.0693,36274,NA,NA,1966,TRUE
"Sk_Fraser","Sockeye",2022,"CU-11","Harrison_US_L","TBD",48810.9959,20022,48810.9959,20022,NA,NA,1966,TRUE
"Sk_Fraser","Sockeye",2023,"CU-11","Harrison_US_L","TBD",NA,NA,NA,NA,NA,NA,1966,TRUE
"Sk_Fraser","Sockeye",1950,"CU-12","Lillooet_Harr_L","TBD",59929.2,41370,59929.2,41370,214749,214749,1950,TRUE
"Sk_Fraser","Sockeye",1951,"CU-12","Lillooet_Harr_L","TBD",20018.24,13589,20018.24,13589,173801,173801,1950,TRUE
"Sk_Fraser","Sockeye",1952,"CU-12","Lillooet_Harr_L","TBD",40586.9748,24744,40586.9748,24744,213941,213941,1950,TRUE
"Sk_Fraser","Sockeye",1953,"CU-12","Lillooet_Harr_L","TBD",29552.4905,16287,29552.4905,16287,118877,118877,1950,TRUE
"Sk_Fraser","Sockeye",1954,"CU-12","Lillooet_Harr_L","TBD",16180.4292,8635,16180.4292,8635,146171,146171,1950,TRUE
"Sk_Fraser","Sockeye",1955,"CU-12","Lillooet_Harr_L","TBD",13836.9924,8185,13836.9924,8185,228353,228353,1950,TRUE
"Sk_Fraser","Sockeye",1956,"CU-12","Lillooet_Harr_L","TBD",43688.9874,27156,43688.9874,27156,251198,251198,1950,TRUE
"Sk_Fraser","Sockeye",1957,"CU-12","Lillooet_Harr_L","TBD",13707.448,7068,13707.448,7068,42835,42835,1950,TRUE
"Sk_Fraser","Sockeye",1958,"CU-12","Lillooet_Harr_L","TBD",13619.068,5510,13619.068,5510,86069,86069,1950,TRUE
"Sk_Fraser","Sockeye",1959,"CU-12","Lillooet_Harr_L","TBD",23488.1661,11388,23488.1661,11388,225156,225156,1950,TRUE
"Sk_Fraser","Sockeye",1960,"CU-12","Lillooet_Harr_L","TBD",32951.591,19198,32951.591,19198,130133,130133,1950,TRUE
"Sk_Fraser","Sockeye",1961,"CU-12","Lillooet_Harr_L","TBD",20431.0769,10550,20431.0769,10550,84468,84468,1950,TRUE
"Sk_Fraser","Sockeye",1962,"CU-12","Lillooet_Harr_L","TBD",23515.8742,14311,23515.8742,14311,74421,74421,1950,TRUE
"Sk_Fraser","Sockeye",1963,"CU-12","Lillooet_Harr_L","TBD",32269.38,20769,32269.38,20769,330206,330206,1950,TRUE
"Sk_Fraser","Sockeye",1964,"CU-12","Lillooet_Harr_L","TBD",47783.116,27978,47783.116,27978,311035,311035,1950,TRUE
