"CU_ID","Species","Stock","DataType","Year","SpnForAbd_Wild","SpnForTrend_Wild","RelLBM","AbsLBM","LongTrend","PercChange","ProbDeclBelowLBM","Percentile","RelUBM","AbsUBM","NumStdMetrics","GenAvgUsed.x","Group","RapidStatus","BinLabel","BinPath","RapidScore","RelLBMCat","AbsLBMCat","LongTrendCat","PercChangeCat","ProbDeclBelowLBMCat","PercentileCat","RelUBMCat","AbsUBMCat","RelAbdCat","AbsAbdCat","GenAvgUsed.y","IntStatusRaw","IntStatus","IntStatusRaw_Short","IntStatus_Short","ConfidenceRating5","ConfidenceRating3","ConfidenceRating2","IntStatus5","IntStatus3","IntStatus2","ProxySource"
"CK-05","Chinook","Lower Fraser River-Upper Pitt_SU_1.3","Rel_Idx",1996,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,"CK-Fraser_Lower","None","Node16.NA","No LongTrend, so no SynStatus",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"CK-05","Chinook","Lower Fraser River-Upper Pitt_SU_1.3","Rel_Idx",1997,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,"CK-Fraser_Lower","None","Node16.NA","No LongTrend, so no SynStatus",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"CK-05","Chinook","Lower Fraser River-Upper Pitt_SU_1.3","Rel_Idx",1998,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,"CK-Fraser_Lower","None","Node16.NA","No LongTrend, so no SynStatus",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"CK-05","Chinook","Lower Fraser River-Upper Pitt_SU_1.3","Rel_Idx",1999,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,"CK-Fraser_Lower","None","Node16.NA","No LongTrend, so no SynStatus",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"CK-05","Chinook","Lower Fraser River-Upper Pitt_SU_1.3","Rel_Idx",2000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,"CK-Fraser_Lower","None","Node16.NA","No LongTrend, so no SynStatus",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"CK-05","Chinook","Lower Fraser River-Upper Pitt_SU_1.3","Rel_Idx",2001,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,"CK-Fraser_Lower","None","Node16.NA","No LongTrend, so no SynStatus",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"CK-05","Chinook","Lower Fraser River-Upper Pitt_SU_1.3","Rel_Idx",2002,276,276,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,"CK-Fraser_Lower","None","Node16.NA","No LongTrend, so no SynStatus",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"CK-05","Chinook","Lower Fraser River-Upper Pitt_SU_1.3","Rel_Idx",2003,180,180,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,"CK-Fraser_Lower","None","Node16.NA","No LongTrend, so no SynStatus",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"CK-05","Chinook","Lower Fraser River-Upper Pitt_SU_1.3","Rel_Idx",2004,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,"CK-Fraser_Lower","None","Node16.NA","No LongTrend, so no SynStatus",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"CK-05","Chinook","Lower Fraser River-Upper Pitt_SU_1.3","Rel_Idx",2005,188,188,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,"CK-Fraser_Lower","None","Node16.NA","No LongTrend, so no SynStatus",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"CK-05","Chinook","Lower Fraser River-Upper Pitt_SU_1.3","Rel_Idx",2006,211,211,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,"CK-Fraser_Lower","None","Node16.NA","No LongTrend, so no SynStatus",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"CK-05","Chinook","Lower Fraser River-Upper Pitt_SU_1.3","Rel_Idx",2007,103,103,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,"CK-Fraser_Lower","None","Node16.NA","No LongTrend, so no SynStatus",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"CK-05","Chinook","Lower Fraser River-Upper Pitt_SU_1.3","Rel_Idx",2008,198,198,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,"CK-Fraser_Lower","None","Node16.NA","No LongTrend, so no SynStatus",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"CK-05","Chinook","Lower Fraser River-Upper Pitt_SU_1.3","Rel_Idx",2009,105,105,NA,NA,NA,NA,NA,NA,NA,NA,0,153.400368796192,"CK-Fraser_Lower","None","Node16.NA","No LongTrend, so no SynStatus",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,153.400368796192,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"CK-05","Chinook","Lower Fraser River-Upper Pitt_SU_1.3","Rel_Idx",2010,85,85,NA,NA,NA,NA,NA,NA,NA,NA,0,130.88160707952,"CK-Fraser_Lower","None","Node16.NA","No LongTrend, so no SynStatus",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,130.88160707952,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"CK-05","Chinook","Lower Fraser River-Upper Pitt_SU_1.3","Rel_Idx",2011,178,178,NA,NA,NA,NA,NA,NA,NA,NA,0,126.504544847804,"CK-Fraser_Lower","None","Node16.NA","No LongTrend, so no SynStatus",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,126.504544847804,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"CK-05","Chinook","Lower Fraser River-Upper Pitt_SU_1.3","Rel_Idx",2012,103,103,NA,NA,NA,NA,NA,NA,NA,NA,0,126.504544847804,"CK-Fraser_Lower","None","Node16.NA","No LongTrend, so no SynStatus",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,126.504544847804,"DD","DD","DD","DD",NA,NA,NA,"DD","DD","DD",NA
"CK-05","Chinook","Lower Fraser River-Upper Pitt_SU_1.3","Rel_Idx",2013,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,"CK-Fraser_Lower","None","Node16.NA","No LongTrend, so no SynStatus",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"CK-05","Chinook","Lower Fraser River-Upper Pitt_SU_1.3","Rel_Idx",2014,75,75,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,"CK-Fraser_Lower","None","Node16.NA","No LongTrend, so no SynStatus",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"CK-05","Chinook","Lower Fraser River-Upper Pitt_SU_1.3","Rel_Idx",2015,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,"CK-Fraser_Lower","None","Node16.NA","No LongTrend, so no SynStatus",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"CK-05","Chinook","Lower Fraser River-Upper Pitt_SU_1.3","Rel_Idx",2016,49,49,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,"CK-Fraser_Lower","None","Node16.NA","No LongTrend, so no SynStatus",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"CK-05","Chinook","Lower Fraser River-Upper Pitt_SU_1.3","Rel_Idx",2017,74,74,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,"CK-Fraser_Lower","None","Node16.NA","No LongTrend, so no SynStatus",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"CK-05","Chinook","Lower Fraser River-Upper Pitt_SU_1.3","Rel_Idx",2018,175,175,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,"CK-Fraser_Lower","None","Node16.NA","No LongTrend, so no SynStatus",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"CK-05","Chinook","Lower Fraser River-Upper Pitt_SU_1.3","Rel_Idx",2019,18,18,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,"CK-Fraser_Lower","None","Node16.NA","No LongTrend, so no SynStatus",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"CK-05","Chinook","Lower Fraser River-Upper Pitt_SU_1.3","Rel_Idx",2020,46,46,NA,NA,52,NA,NA,NA,NA,NA,1,55.4752460380541,"CK-Fraser_Lower","Red","Node17","Data Type is RelAbd OR AbsLBM >= 1.5, then Data Type is RelAbd OR AbsUBM >= 1, then Don't have RelLBM, then LongTrend < 79",5,NA,NA,"Amber",NA,NA,NA,NA,NA,NA,NA,55.4752460380541,NA,NA,NA,NA,"Moderate","Moderate","High",NA,NA,NA,NA
"CK-05","Chinook","Lower Fraser River-Upper Pitt_SU_1.3","Rel_Idx",2021,86,86,NA,NA,59,NA,NA,NA,NA,NA,1,62.0811440008112,"CK-Fraser_Lower","Red","Node17","Data Type is RelAbd OR AbsLBM >= 1.5, then Data Type is RelAbd OR AbsUBM >= 1, then Don't have RelLBM, then LongTrend < 79",5,NA,NA,"Amber",NA,NA,NA,NA,NA,NA,NA,62.0811440008112,NA,NA,NA,NA,"Moderate","Moderate","High",NA,NA,NA,NA
"CK-05","Chinook","Lower Fraser River-Upper Pitt_SU_1.3","Rel_Idx",2022,11,11,NA,NA,46,NA,NA,NA,NA,NA,1,42.4025431109945,"CK-Fraser_Lower","Red","Node17","Data Type is RelAbd OR AbsLBM >= 1.5, then Data Type is RelAbd OR AbsUBM >= 1, then Don't have RelLBM, then LongTrend < 79",5,NA,NA,"Red",NA,NA,NA,NA,NA,NA,NA,42.4025431109945,NA,NA,NA,NA,"Moderate","Moderate","High",NA,NA,NA,NA
"CK-03","Chinook","Lower Fraser River_FA_0.3","Abs_Abd",1995,28835,28835,1.91713851602202,82.2797508306332,NA,-48.1453,73.9333,NA,1.1521838182747,8.22797508306332,5,82279.7508306332,"CK-Fraser_Lower","Green","Node36","Data Type is RelAbd OR AbsLBM >= 1.5, then Data Type is RelAbd OR AbsUBM >= 1, then Have RelLBM, then RelLBM >= 1, then RelUBM >= 1.1",1,"Green","Green",NA,"Red",NA,NA,"Green","Green","Green","Green",82279.7508306332,NA,NA,NA,NA,"High","High","High",NA,NA,NA,NA
"CK-03","Chinook","Lower Fraser River_FA_0.3","Abs_Abd",1996,38643,38643,1.40916389132312,60.4784958878056,NA,-60.6502,85.5,NA,0.846895422167221,6.04784958878056,5,60478.4958878056,"CK-Fraser_Lower","Amber","Node37","Data Type is RelAbd OR AbsLBM >= 1.5, then Data Type is RelAbd OR AbsUBM >= 1, then Have RelLBM, then RelLBM >= 1, then RelUBM < 1.1",3,"Amber","Green",NA,"Red",NA,NA,"Amber","Green","Amber","Green",60478.4958878056,NA,NA,NA,NA,"High","High","Moderate",NA,NA,NA,NA
"CK-03","Chinook","Lower Fraser River_FA_0.3","Abs_Abd",1997,71955,71955,1.23877291962388,53.1656561644177,NA,-47.0874,73.5667,NA,0.744491908424602,5.31656561644177,5,53165.6561644177,"CK-Fraser_Lower","Amber","Node37","Data Type is RelAbd OR AbsLBM >= 1.5, then Data Type is RelAbd OR AbsUBM >= 1, then Have RelLBM, then RelLBM >= 1, then RelUBM < 1.1",3,"Amber","Green",NA,"Red",NA,NA,"Amber","Green","Amber","Green",53165.6561644177,NA,NA,NA,NA,"High","High","Moderate",NA,NA,NA,NA
"CK-03","Chinook","Lower Fraser River_FA_0.3","Abs_Abd",1998,201261,201261,1.47677174077149,63.3800895704306,68,13.917,25,NA,0.887527160287215,6.33800895704306,6,63380.0895704306,"CK-Fraser_Lower","Amber","Node37","Data Type is RelAbd OR AbsLBM >= 1.5, then Data Type is RelAbd OR AbsUBM >= 1, then Have RelLBM, then RelLBM >= 1, then RelUBM < 1.1",3,"Amber","Green","Amber","Green",NA,NA,"Amber","Green","Amber","Green",63380.0895704306,NA,NA,NA,NA,"High","High","Moderate",NA,NA,NA,NA
"CK-03","Chinook","Lower Fraser River_FA_0.3","Abs_Abd",1999,105536,105536,2.04260100688293,87.6643500134017,94,22.369,21.1,NA,1.22758570007004,8.76643500134017,6,87664.3500134017,"CK-Fraser_Lower","Green","Node36","Data Type is RelAbd OR AbsLBM >= 1.5, then Data Type is RelAbd OR AbsUBM >= 1, then Have RelLBM, then RelLBM >= 1, then RelUBM >= 1.1",1,"Green","Green","Green","Green",NA,NA,"Green","Green","Green","Green",87664.3500134017,NA,NA,NA,NA,"High","High","High",NA,NA,NA,NA
"CK-03","Chinook","Lower Fraser River_FA_0.3","Abs_Abd",2000,79141,79141,2.44352179070022,104.871068213272,113,-21.6202,46.8,NA,1.46853565525783,10.4871068213272,6,104871.068213272,"CK-Fraser_Lower","Green","Node36","Data Type is RelAbd OR AbsLBM >= 1.5, then Data Type is RelAbd OR AbsUBM >= 1, then Have RelLBM, then RelLBM >= 1, then RelUBM >= 1.1",1,"Green","Green","Green","Amber",NA,NA,"Green","Green","Green","Green",104871.068213272,NA,NA,NA,NA,"High","High","High",NA,NA,NA,NA
