"","DataSet","Year","Pop_Name","CU_Name","Escapement_Wild","Escapement_Total","Recruits_Total","Recruits_Wild","Pop_ID","CU_ID","DU_ID"
"28","Sk_Fraser",1938,"Kotsine River","Takla-Trembleur - Early Stuart",0,0,NA,NA,45603,"SEL-06-14",NA
"29","Sk_Fraser",1938,"Leo Creek","Takla-Trembleur - Early Stuart",0,0,NA,NA,45575,"SEL-06-14",NA
"30","Sk_Fraser",1938,"Lion Creek","Takla-Trembleur - Early Stuart",0,0,NA,NA,45601,"SEL-06-14",NA
"31","Sk_Fraser",1938,"Lovell Creek","Takla-Trembleur - Early Stuart",0,0,NA,NA,45594,"SEL-06-14",NA
"32","Sk_Fraser",1938,"Maclaing Creek","Takla-Trembleur - Early Stuart",0,0,NA,NA,45591,"SEL-06-14",NA
"33","Sk_Fraser",1938,"McDougall Creek","Takla-Trembleur - Early Stuart",0,0,NA,NA,45579,"SEL-06-14",NA
"34","Sk_Fraser",1938,"Narrows Creek","Takla-Trembleur - Early Stuart",115,115,NA,NA,45586,"SEL-06-14",NA
"35","Sk_Fraser",1938,"O'Ne-ell Creek","Takla-Trembleur - Early Stuart",2835,2835,NA,NA,45570,"SEL-06-14",NA
"36","Sk_Fraser",1938,"Paula Creek","Takla-Trembleur - Early Stuart",0,0,NA,NA,45557,"SEL-06-14",NA
"37","Sk_Fraser",1938,"Point Creek","Takla-Trembleur - Early Stuart",0,0,NA,NA,45585,"SEL-06-14",NA
"38","Sk_Fraser",1938,"Sakeniche River","Takla-Trembleur - Early Stuart",0,0,NA,NA,45577,"SEL-06-14",NA
"39","Sk_Fraser",1938,"Sandpoint Creek","Takla-Trembleur - Early Stuart",0,0,NA,NA,45576,"SEL-06-14",NA
"40","Sk_Fraser",1938,"Shale Creek","Takla-Trembleur - Early Stuart",0,0,NA,NA,45588,"SEL-06-14",NA
"41","Sk_Fraser",1938,"Sidney Creek","Takla-Trembleur - Early Stuart",0,0,NA,NA,45558,"SEL-06-14",NA
"42","Sk_Fraser",1938,"Sinta Creek","Takla-Trembleur - Early Stuart",0,0,NA,NA,45580,"SEL-06-14",NA
"43","Sk_Fraser",1938,"Van Decar Creek","Takla-Trembleur - Early Stuart",18,18,NA,NA,45569,"SEL-06-14",NA
"44","Sk_Fraser",1938,"Bear Creek","Harrison (D/S) - Late",0,0,NA,NA,NA,NA,NA
"45","Sk_Fraser",1938,"Big Silver Creek","Harrison (D/S) - Late",0,0,NA,NA,46072,"SEL-03-03",NA
"46","Sk_Fraser",1938,"Birkenhead River","Lillooet-Harrison - Late",11100,11100,NA,NA,46098,"SEL-04-01",NA
"47","Sk_Fraser",1938,"Douglas Creek","Harrison (D/S) - Late",0,0,NA,NA,46083,"SEL-03-03",NA
"48","Sk_Fraser",1938,"East Creek","Harrison (U/S) - Late",187,187,NA,NA,46055,"SEL-03-04",NA
"49","Sk_Fraser",1938,"Green River","Lillooet-Harrison - Late",0,0,NA,NA,46107,"SEL-04-01",NA
"50","Sk_Fraser",1938,"Harrison River","Harrison River - Summer",7500,7500,NA,NA,46030,"SER-03",NA
"51","Sk_Fraser",1938,"Lillooet Slough","Lillooet-Harrison - Late",0,0,NA,NA,46025,"SEL-04-01",NA
"52","Sk_Fraser",1938,"Miller Creek","Lillooet-Harrison - Late",0,0,NA,NA,46117,"SEL-04-01",NA
"53","Sk_Fraser",1938,"Pemberton Creek","Lillooet-Harrison - Late",0,0,NA,NA,46112,"SEL-04-01",NA
"54","Sk_Fraser",1938,"Railroad Creek","Lillooet-Harrison - Late",0,0,NA,NA,46147,"SEL-04-01",NA
"55","Sk_Fraser",1938,"Ryan River","Lillooet-Harrison - Late",0,0,NA,NA,46122,"SEL-04-01",NA
"56","Sk_Fraser",1938,"Trout Lake Creek","Harrison (D/S) - Late",2520,2520,NA,NA,46059,"SEL-03-03",NA
"57","Sk_Fraser",1938,"Weaver Creek","Harrison (U/S) - Late",18012,18012,NA,NA,46044,"SEL-03-04",NA
"58","Sk_Fraser",1938,"Adams River, lower","Shuswap Complex - Late",620000,620000,NA,NA,46239,"SEL-09-03",NA
"59","Sk_Fraser",1938,"Anstey River","Shuswap Complex - Late",0,0,NA,NA,46349,"SEL-09-03",NA
"60","Sk_Fraser",1938,"Eagle River","Shuswap Complex - Late",0,0,NA,NA,46359,"SEL-09-03",NA
"61","Sk_Fraser",1938,"Hunakwa Creek","Shuswap Complex - Late",0,0,NA,NA,46339,"SEL-09-03",NA
"62","Sk_Fraser",1938,"Little River","Shuswap Complex - Late",175000,175000,NA,NA,46228,"SEL-09-03",NA
"63","Sk_Fraser",1938,"Lower Shuswap River","Shuswap Complex - Late",0,0,NA,NA,46429,"SEL-09-03",NA
"64","Sk_Fraser",1938,"Middle Shuswap River","Shuswap Complex - Late",0,0,NA,NA,46440,"SEL-09-03",NA
"65","Sk_Fraser",1938,"Momich River","Shuswap Complex - Late",0,0,NA,NA,46269,"SEL-09-03",NA
"66","Sk_Fraser",1938,"Salmon River","Shuswap Complex - Late",0,0,NA,NA,46400,"SEL-09-03",NA
"67","Sk_Fraser",1938,"Scotch Creek","Shuswap Complex - Late",2039,2039,NA,NA,46289,"SEL-09-03",NA
"68","Sk_Fraser",1938,"Seymour River","Shuswap Complex - Late",0,0,NA,NA,46329,"SEL-09-03",NA
"69","Sk_Fraser",1938,"Shuswap Lake","Shuswap Complex - Late",1130,1130,NA,NA,45764,"SEL-09-03",NA
"70","Sk_Fraser",1938,"Sinmax Creek","Shuswap Complex - Late",0,0,NA,NA,46259,"SEL-09-03",NA
"71","Sk_Fraser",1938,"South Thompson River","Shuswap Complex - Late",0,0,NA,NA,46218,"SEL-09-03",NA
"72","Sk_Fraser",1938,"Kazchek Creek","Takla-Trembleur-Stuart - Summer",0,0,NA,NA,45560,"SEL-06-13",NA
"73","Sk_Fraser",1938,"Kuzkwa Creek","Takla-Trembleur-Stuart - Summer",0,0,NA,NA,45554,"SEL-06-13",NA
"74","Sk_Fraser",1938,"Middle River","Takla-Trembleur-Stuart - Summer",62,62,NA,NA,45552,"SEL-06-13",NA
"75","Sk_Fraser",1938,"Pinchi Creek","Takla-Trembleur-Stuart - Summer",0,0,NA,NA,45539,"SEL-06-13",NA
"76","Sk_Fraser",1938,"Sakeniche River","Takla-Trembleur-Stuart - Summer",0,0,NA,NA,45578,"SEL-06-13",NA
"77","Sk_Fraser",1938,"Tachie River","Takla-Trembleur-Stuart - Summer",0,0,NA,NA,45549,"SEL-06-13",NA
"78","Sk_Fraser",1938,"Chilliwack Lake","Chilliwack - Early Summer",25,25,NA,NA,45092,"SEL-03-01",NA
"79","Sk_Fraser",1938,"Cultus Lake","Cultus - Late",13342,13342,NA,NA,45093,"SEL-03-02",NA
"80","Sk_Fraser",1938,"Emory Creek","CU not identified",0,0,NA,NA,47144,NA,NA
"81","Sk_Fraser",1938,"Kawkawa Creek/Lake","Kawkawa - Late",31,31,NA,NA,47125,NA,NA
"82","Sk_Fraser",1938,"Nahatlatch Lake","Nahatlatch - Early Summer",0,0,NA,NA,45094,"SEL-05-02",NA
"83","Sk_Fraser",1938,"Spuzzum Creek","CU not identified",7,7,NA,NA,47150,NA,NA
"84","Sk_Fraser",1938,"Upper Pitt River","Pitt - Early Summer",8457,8457,NA,NA,47917,"SEL-03-05",NA
"85","Sk_Fraser",1938,"Widgeon Slough","Widgeon - Summer",400,400,NA,NA,47954,"SER-02",NA
"86","Sk_Fraser",1938,"Bridge River","Middle Fraser - Summer",0,0,NA,NA,47221,NA,NA
"87","Sk_Fraser",1938,"Bednesti Creek","Francois-Fraser - Summer",0,0,NA,NA,NA,NA,NA
"88","Sk_Fraser",1938,"Endako River","Fraser - Early Summer",117,117,NA,NA,45502,NA,NA
"89","Sk_Fraser",1938,"Francois Lake","Francois-Fraser - Summer",0,0,NA,NA,45806,"SEL-06-07",NA
"90","Sk_Fraser",1938,"Nithi River","Francois-Fraser - Summer",90,90,NA,NA,45522,"SEL-06-07",NA
"91","Sk_Fraser",1938,"Ormond Creek","Francois-Fraser - Summer",11,11,NA,NA,46023,NA,NA
"92","Sk_Fraser",1938,"Stellako River","Francois-Fraser - Summer",6943,6943,NA,NA,46013,"SEL-06-07",NA
"93","Sk_Fraser",1938,"Uncha Creek","Francois-Fraser - Summer",0,0,NA,NA,45523,"SEL-06-07",NA
"94","Sk_Fraser",1938,"Barriere River","Kamloops - Summer",0,0,NA,NA,46600,"SEL-10-01",NA
"95","Sk_Fraser",1938,"Barriere River, upper","North Barriere - Early Summer",0,0,NA,NA,3416,"SEL-10-03",NA
"96","Sk_Fraser",1938,"Clearwater River","Kamloops - Summer",0,0,NA,NA,46680,"SEL-10-01",NA
"97","Sk_Fraser",1938,"Finn Creek","Kamloops - Summer",0,0,NA,NA,46782,"SEL-10-01",NA
"98","Sk_Fraser",1938,"Lion Creek","Kamloops - Summer",0,0,NA,NA,46772,"SEL-10-01",NA
"99","Sk_Fraser",1938,"North Thompson River","Kamloops - Summer",0,0,NA,NA,46580,"SEL-10-01",NA
"100","Sk_Fraser",1938,"Raft River","Kamloops - Summer",587,587,NA,NA,46710,"SEL-10-01",NA
"101","Sk_Fraser",1938,"Horsefly River","Quesnel - Summer",0,0,NA,NA,46893,"SEL-06-10",NA
"102","Sk_Fraser",1938,"Little Horsefly River","Quesnel - Summer",0,0,NA,NA,46903,"SEL-06-10",NA
"103","Sk_Fraser",1938,"McKinley Creek","Quesnel - Summer",0,0,NA,NA,45043,"SEL-06-10",NA
"104","Sk_Fraser",1938,"Mitchell River","Quesnel - Summer",0,0,NA,NA,46913,"SEL-06-10",NA
"105","Sk_Fraser",1938,"Quesnel River","Middle Fraser - Summer",4,4,NA,NA,46873,"SEL-06-10",NA
"106","Sk_Fraser",1938,"Roaring River","Quesnel - Summer",0,0,NA,NA,45063,"SEL-06-10",NA
"107","Sk_Fraser",1938,"Cayoosh Creek","CU not identified",0,0,NA,NA,47201,NA,NA
"108","Sk_Fraser",1938,"Gates River","Anderson-Seton - Early Summer",13,13,NA,NA,47211,"SEL-06-01",NA
"109","Sk_Fraser",1938,"Portage Creek","Seton - Late",56,56,NA,NA,47181,"SEL-06-11",NA
"110","Sk_Fraser",1938,"Seton Creek","CU not identified",162,162,NA,NA,NA,NA,NA
"111","Sk_Fraser",1938,"Bowron River, upper","Bowron - Early Summer",2205,2205,NA,NA,47419,"SEL-07-01",NA
"112","Sk_Fraser",1939,"Chilko River","Chilko - Summer",2000,2000,NA,NA,46843,"SEL-06-03/SEL-06-02",NA
"113","Sk_Fraser",1939,"S. End Chilko Lake","Chilko - Early Summer",0,0,NA,NA,45081,"SEL-06-02",NA
"114","Sk_Fraser",1939,"Taseko Lake","Taseko - Early Summer",0,0,NA,NA,46853,"SEL-06-16",NA
"115","Sk_Fraser",1939,"Adams River, upper","Shuswap - Early Summer",0,0,NA,NA,46248,NA,NA
"116","Sk_Fraser",1939,"Anstey River","Shuswap - Early Summer",0,0,NA,NA,46348,"SEL-09-02",NA
"117","Sk_Fraser",1939,"Eagle River","Shuswap - Early Summer",0,0,NA,NA,46358,"SEL-09-02",NA
"118","Sk_Fraser",1939,"McNomee Creek","Shuswap - Early Summer",0,0,NA,NA,45014,"SEL-09-02",NA
"119","Sk_Fraser",1939,"Middle Shuswap River","Shuswap - Early Summer",6,6,NA,NA,46439,"SEL-09-02",NA
"120","Sk_Fraser",1939,"Momich River, lower","Shuswap - Early Summer",0,0,NA,NA,46268,NA,NA
"121","Sk_Fraser",1939,"Scotch Creek","Shuswap - Early Summer",0,0,NA,NA,46288,"SEL-09-02",NA
"122","Sk_Fraser",1939,"Seymour River","Shuswap - Early Summer",250,250,NA,NA,46328,"SEL-09-02",NA
"123","Sk_Fraser",1939,"15 Mile Creek","Takla-Trembleur - Early Stuart",0,0,NA,NA,45590,"SEL-06-14",NA
"124","Sk_Fraser",1939,"25 Mile Creek","Takla-Trembleur - Early Stuart",0,0,NA,NA,45587,"SEL-06-14",NA
"125","Sk_Fraser",1939,"Ankwill Creek","Takla-Trembleur - Early Stuart",0,0,NA,NA,45596,"SEL-06-14",NA
"126","Sk_Fraser",1939,"Bivouac Creek","Takla-Trembleur - Early Stuart",0,0,NA,NA,45574,"SEL-06-14",NA
"127","Sk_Fraser",1939,"Blanchet Creek","Takla-Trembleur - Early Stuart",0,0,NA,NA,45589,"SEL-06-14",NA
"128","Sk_Fraser",1939,"Crow Creek","Takla-Trembleur - Early Stuart",0,0,NA,NA,45583,"SEL-06-14",NA
"129","Sk_Fraser",1939,"Driftwood River","Takla-Trembleur - Early Stuart",0,0,NA,NA,45598,"SEL-06-14",NA
"130","Sk_Fraser",1939,"Dust Creek","Takla-Trembleur - Early Stuart",0,0,NA,NA,45581,"SEL-06-14",NA
"131","Sk_Fraser",1939,"Fleming Creek","Takla-Trembleur - Early Stuart",0,0,NA,NA,45556,"SEL-06-14",NA
"132","Sk_Fraser",1939,"Forfar Creek","Takla-Trembleur - Early Stuart",160,160,NA,NA,45571,"SEL-06-14",NA
"133","Sk_Fraser",1939,"French Creek","Takla-Trembleur - Early Stuart",0,0,NA,NA,45595,"SEL-06-14",NA
"134","Sk_Fraser",1939,"Frypan Creek","Takla-Trembleur - Early Stuart",0,0,NA,NA,45593,"SEL-06-14",NA
"135","Sk_Fraser",1939,"Gluske Creek","Takla-Trembleur - Early Stuart",0,0,NA,NA,45572,"SEL-06-14",NA
"136","Sk_Fraser",1939,"Hudson Bay Creek","Takla-Trembleur - Early Stuart",0,0,NA,NA,45592,"SEL-06-14",NA
"137","Sk_Fraser",1939,"Kazchek Creek","Takla-Trembleur - Early Stuart",4,4,NA,NA,45559,"SEL-06-14",NA
"138","Sk_Fraser",1939,"Leo Creek","Takla-Trembleur - Early Stuart",0,0,NA,NA,45575,"SEL-06-14",NA
"139","Sk_Fraser",1939,"Lovell Creek","Takla-Trembleur - Early Stuart",0,0,NA,NA,45594,"SEL-06-14",NA
"140","Sk_Fraser",1939,"Maclaing Creek","Takla-Trembleur - Early Stuart",0,0,NA,NA,45591,"SEL-06-14",NA
"141","Sk_Fraser",1939,"McDougall Creek","Takla-Trembleur - Early Stuart",0,0,NA,NA,45579,"SEL-06-14",NA
"142","Sk_Fraser",1939,"Narrows Creek","Takla-Trembleur - Early Stuart",9,9,NA,NA,45586,"SEL-06-14",NA
"143","Sk_Fraser",1939,"O'Ne-ell Creek","Takla-Trembleur - Early Stuart",806,806,NA,NA,45570,"SEL-06-14",NA
"144","Sk_Fraser",1939,"Paula Creek","Takla-Trembleur - Early Stuart",0,0,NA,NA,45557,"SEL-06-14",NA
"145","Sk_Fraser",1939,"Point Creek","Takla-Trembleur - Early Stuart",0,0,NA,NA,45585,"SEL-06-14",NA
"146","Sk_Fraser",1939,"Sakeniche River","Takla-Trembleur - Early Stuart",0,0,NA,NA,45577,"SEL-06-14",NA
"147","Sk_Fraser",1939,"Sandpoint Creek","Takla-Trembleur - Early Stuart",0,0,NA,NA,45576,"SEL-06-14",NA
"148","Sk_Fraser",1939,"Shale Creek","Takla-Trembleur - Early Stuart",0,0,NA,NA,45588,"SEL-06-14",NA
"149","Sk_Fraser",1939,"Sidney Creek","Takla-Trembleur - Early Stuart",0,0,NA,NA,45558,"SEL-06-14",NA
"150","Sk_Fraser",1939,"Sinta Creek","Takla-Trembleur - Early Stuart",0,0,NA,NA,45580,"SEL-06-14",NA
"151","Sk_Fraser",1939,"Sowchea Creek","Takla-Trembleur - Early Stuart",0,0,NA,NA,45538,NA,NA
"152","Sk_Fraser",1939,"Van Decar Creek","Takla-Trembleur - Early Stuart",0,0,NA,NA,45569,"SEL-06-14",NA
"153","Sk_Fraser",1939,"20 Mile Creek","Harrison (D/S) - Late",0,0,NA,NA,46069,"SEL-03-03",NA
"154","Sk_Fraser",1939,"25 Mile Creek","Lillooet-Harrison - Late",49,49,NA,NA,46152,"SEL-04-01",NA
"155","Sk_Fraser",1939,"Bear Creek","Harrison (D/S) - Late",0,0,NA,NA,NA,NA,NA
"156","Sk_Fraser",1939,"Big Silver Creek","Harrison (D/S) - Late",45,45,NA,NA,46072,"SEL-03-03",NA
"157","Sk_Fraser",1939,"Birkenhead River","Lillooet-Harrison - Late",15435,15435,NA,NA,46098,"SEL-04-01",NA
"158","Sk_Fraser",1939,"Cogburn Creek","Harrison (D/S) - Late",0,0,NA,NA,46065,"SEL-03-03",NA
"159","Sk_Fraser",1939,"Douglas Creek","Harrison (D/S) - Late",225,225,NA,NA,46083,"SEL-03-03",NA
"160","Sk_Fraser",1939,"East Creek","Harrison (U/S) - Late",25,25,NA,NA,46055,"SEL-03-04",NA
"161","Sk_Fraser",1939,"Harrison River","Harrison River - Summer",200,200,NA,NA,46030,"SER-03",NA
"162","Sk_Fraser",1939,"Lillooet Slough","Lillooet-Harrison - Late",0,0,NA,NA,46025,"SEL-04-01",NA
"163","Sk_Fraser",1939,"Miller Creek","Lillooet-Harrison - Late",7,7,NA,NA,46117,"SEL-04-01",NA
"164","Sk_Fraser",1939,"Mystery Creek","Harrison (D/S) - Late",0,0,NA,NA,46063,"SEL-03-03",NA
"165","Sk_Fraser",1939,"Trout Lake Creek","Harrison (D/S) - Late",193,193,NA,NA,46059,"SEL-03-03",NA
"166","Sk_Fraser",1939,"Weaver Creek","Harrison (U/S) - Late",4646,4646,NA,NA,46044,"SEL-03-04",NA
"167","Sk_Fraser",1939,"Adams River, lower","Shuswap Complex - Late",16200,16200,NA,NA,46239,"SEL-09-03",NA
"168","Sk_Fraser",1939,"Anstey River","Shuswap Complex - Late",0,0,NA,NA,46349,"SEL-09-03",NA
"169","Sk_Fraser",1939,"Bessette Creek","Shuswap Complex - Late",0,0,NA,NA,431,"SEL-09-03",NA
"170","Sk_Fraser",1939,"Celista Creek","Shuswap Complex - Late",0,0,NA,NA,46318,"SEL-09-03",NA
"171","Sk_Fraser",1939,"Eagle River","Shuswap Complex - Late",0,0,NA,NA,46359,"SEL-09-03",NA
"172","Sk_Fraser",1939,"Hunakwa Creek","Shuswap Complex - Late",0,0,NA,NA,46339,"SEL-09-03",NA
"173","Sk_Fraser",1939,"Little River","Shuswap Complex - Late",15687,15687,NA,NA,46228,"SEL-09-03",NA
"174","Sk_Fraser",1939,"Lower Shuswap River","Shuswap Complex - Late",0,0,NA,NA,46429,"SEL-09-03",NA
"175","Sk_Fraser",1939,"Middle Shuswap River","Shuswap Complex - Late",0,0,NA,NA,46440,"SEL-09-03",NA
"176","Sk_Fraser",1939,"Momich River","Shuswap Complex - Late",0,0,NA,NA,46269,"SEL-09-03",NA
"177","Sk_Fraser",1939,"Onyx Creek","Shuswap Complex - Late",0,0,NA,NA,46299,"SEL-09-03",NA
"178","Sk_Fraser",1939,"Salmon River","Shuswap Complex - Late",0,0,NA,NA,46400,"SEL-09-03",NA
"179","Sk_Fraser",1939,"Scotch Creek","Shuswap Complex - Late",0,0,NA,NA,46289,"SEL-09-03",NA
"180","Sk_Fraser",1939,"Seymour River","Shuswap Complex - Late",0,0,NA,NA,46329,"SEL-09-03",NA
"181","Sk_Fraser",1939,"Shuswap Lake","Shuswap Complex - Late",0,0,NA,NA,45764,"SEL-09-03",NA
"182","Sk_Fraser",1939,"Sinmax Creek","Shuswap Complex - Late",0,0,NA,NA,46259,"SEL-09-03",NA
"183","Sk_Fraser",1939,"South Thompson River","Shuswap Complex - Late",0,0,NA,NA,46218,"SEL-09-03",NA
"184","Sk_Fraser",1939,"Kazchek Creek","Takla-Trembleur-Stuart - Summer",0,0,NA,NA,45560,"SEL-06-13",NA
"185","Sk_Fraser",1939,"Kuzkwa Creek","Takla-Trembleur-Stuart - Summer",0,0,NA,NA,45554,"SEL-06-13",NA
"186","Sk_Fraser",1939,"Middle River","Takla-Trembleur-Stuart - Summer",0,0,NA,NA,45552,"SEL-06-13",NA
"187","Sk_Fraser",1939,"Pinchi Creek","Takla-Trembleur-Stuart - Summer",0,0,NA,NA,45539,"SEL-06-13",NA
"188","Sk_Fraser",1939,"Sakeniche River","Takla-Trembleur-Stuart - Summer",0,0,NA,NA,45578,"SEL-06-13",NA
"189","Sk_Fraser",1939,"Tachie River","Takla-Trembleur-Stuart - Summer",0,0,NA,NA,45549,"SEL-06-13",NA
"190","Sk_Fraser",1939,"American Creek","CU not identified",389,389,NA,NA,47139,NA,NA
"191","Sk_Fraser",1939,"Coquihalla River","CU not identified",41,41,NA,NA,47121,NA,NA
"192","Sk_Fraser",1939,"Cultus Lake","Cultus - Late",73189,73189,NA,NA,45093,"SEL-03-02",NA
"193","Sk_Fraser",1939,"Emory Creek","CU not identified",218,218,NA,NA,47144,NA,NA
"194","Sk_Fraser",1939,"Kawkawa Creek/Lake","Kawkawa - Late",1226,1226,NA,NA,47125,NA,NA
"195","Sk_Fraser",1939,"Silver Hope Creek","CU not identified",268,268,NA,NA,47117,NA,NA
"196","Sk_Fraser",1939,"Spuzzum Creek","CU not identified",159,159,NA,NA,47150,NA,NA
"197","Sk_Fraser",1939,"Upper Pitt River","Pitt - Early Summer",16446,16446,NA,NA,47917,"SEL-03-05",NA
"198","Sk_Fraser",1939,"Widgeon Slough","Widgeon - Summer",0,0,NA,NA,47954,"SER-02",NA
"199","Sk_Fraser",1939,"Bridge River","Middle Fraser - Summer",0,0,NA,NA,47221,NA,NA
"200","Sk_Fraser",1939,"Endako River","Fraser - Early Summer",18,18,NA,NA,45502,NA,NA
"201","Sk_Fraser",1939,"Nithi River","Francois-Fraser - Summer",5,5,NA,NA,45522,"SEL-06-07",NA
"202","Sk_Fraser",1939,"Ormond Creek","Francois-Fraser - Summer",0,0,NA,NA,46023,NA,NA
"203","Sk_Fraser",1939,"Stellako River","Francois-Fraser - Summer",2585,2585,NA,NA,46013,"SEL-06-07",NA
"204","Sk_Fraser",1939,"Barriere River","Kamloops - Summer",0,0,NA,NA,46600,"SEL-10-01",NA
"205","Sk_Fraser",1939,"Barriere River, upper","North Barriere - Early Summer",0,0,NA,NA,3416,"SEL-10-03",NA
"206","Sk_Fraser",1939,"Clearwater River","Kamloops - Summer",0,0,NA,NA,46680,"SEL-10-01",NA
"207","Sk_Fraser",1939,"Dunn Creek","Kamloops - Summer",0,0,NA,NA,NA,NA,NA
"208","Sk_Fraser",1939,"Finn Creek","Kamloops - Summer",0,0,NA,NA,46782,"SEL-10-01",NA
"209","Sk_Fraser",1939,"Lemieux Creek","Kamloops - Summer",0,0,NA,NA,46640,"SEL-10-01",NA
"210","Sk_Fraser",1939,"Mann Creek","Kamloops - Summer",0,0,NA,NA,46670,"SEL-10-01",NA
"211","Sk_Fraser",1939,"North Thompson River","Kamloops - Summer",0,0,NA,NA,46580,"SEL-10-01",NA
"212","Sk_Fraser",1939,"Raft River","Kamloops - Summer",2687,2687,NA,NA,46710,"SEL-10-01",NA
"213","Sk_Fraser",1939,"Horsefly River","Quesnel - Summer",7,7,NA,NA,46893,"SEL-06-10",NA
"214","Sk_Fraser",1939,"Little Horsefly River","Quesnel - Summer",0,0,NA,NA,46903,"SEL-06-10",NA
"215","Sk_Fraser",1939,"McKinley Creek","Quesnel - Summer",0,0,NA,NA,45043,"SEL-06-10",NA
"216","Sk_Fraser",1939,"Mitchell River","Quesnel - Summer",0,0,NA,NA,46913,"SEL-06-10",NA
"217","Sk_Fraser",1939,"Cayoosh Creek","CU not identified",0,0,NA,NA,47201,NA,NA
"218","Sk_Fraser",1939,"Gates River","Anderson-Seton - Early Summer",0,0,NA,NA,47211,"SEL-06-01",NA
"219","Sk_Fraser",1939,"Portage Creek","Seton - Late",0,0,NA,NA,47181,"SEL-06-11",NA
"220","Sk_Fraser",1939,"Seton Creek","CU not identified",0,0,NA,NA,NA,NA,NA
"221","Sk_Fraser",1939,"Bowron River, upper","Bowron - Early Summer",4584,4584,NA,NA,47419,"SEL-07-01",NA
"222","Sk_Fraser",1940,"Chilko River","Chilko - Summer",341760,341760,NA,NA,46843,"SEL-06-03/SEL-06-02",NA
"223","Sk_Fraser",1940,"S. End Chilko Lake","Chilko - Early Summer",15000,15000,NA,NA,45081,"SEL-06-02",NA
"224","Sk_Fraser",1940,"Taseko Lake","Taseko - Early Summer",0,0,NA,NA,46853,"SEL-06-16",NA
